OBJECTID,ISSUE_DATE,ISSUE_TIME,ISSUING_AGENCY_CODE,ISSUING_AGENCY_NAME,ISSUING_AGENCY_SHORT,VIOLATION_CODE,LOCATION,PLATE_STATE,DISPOSITION_CODE,DISPOSITION_TYPE,DISPOSITION_DATE,FINE_AMOUNT,TOTAL_PAID,PENALTY_1,PENALTY_2,PENALTY_3,PENALTY_4,PENALTY_5,XCOORD,YCOORD,LATITUDE,LONGITUDE,MAR_ID,GIS_LAST_MOD_DTTM,VIOLATION_PROC_DESC,VEHICLE_TYPE,MULTI_OWNER_NUMBER,DISPOSITION_DESC
19018663,2020/06/25 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P055,   800 BLOCK 21ST ST NW EAST SIDE, ,,Other,,30,30,,,,,,395953.43,136921.3,38.9,-77.047,812819,2020/07/10 17:37:23+00,NO PARKING ANYTIME,,,
19018664,2020/06/26 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P055,  1100 BLOCK EYE ST NW SOUTH SIDE, ,,Other,,30,0,,,,,,397678.92,137056.21,38.901,-77.027,810490,2020/07/10 17:37:23+00,NO PARKING ANYTIME,,,
19018665,2020/06/26 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P269,  1700 BLOCK EYE ST NW SOUTH SIDE, ,,Other,,50,0,,,,,,396480.62,137054.38,38.901,-77.041,805922,2020/07/10 17:37:23+00,NO STANDING ANYTIME,,,
19018666,2020/06/26 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P013,   800 BLOCK 21ST ST NW EAST SIDE, ,,Other,,20,0,,,,,,395953.43,136921.3,38.9,-77.047,812819,2020/07/10 17:37:23+00,PARK WITHIN 5 FEET OF DRIVEWAY OR ALLEY,,,
19018667,2020/06/26 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P055,   800 BLOCK NEW HAMPSHIRE AVE NW *, ,,Other,,30,0,,,,,,395399.81,136835.17,38.899,-77.053,811580,2020/07/10 17:37:23+00,NO PARKING ANYTIME,,,
19018668,2020/06/26 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P055,   800 BLOCK NEW HAMPSHIRE AVE NW *, ,,Other,,30,30,,,,,,395399.81,136835.17,38.899,-77.053,811580,2020/07/10 17:37:23+00,NO PARKING ANYTIME,,,
19018669,2020/06/01 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P002,REAR OF   1400 BLOCK P ST NW SOUTH*, ,,Other,,30,30,,,,,,397274.29,137976.61,38.91,-77.031,810840,2020/07/10 17:37:23+00,STAND OR PARK IN ALLEY,,,
19018670,2020/06/02 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P002,REAR OF   1400 BLOCK W ST NW SOUTH*, ,,Other,,30,0,,,,,,397330.26,139035.17,38.919,-77.031,814126,2020/07/10 17:37:23+00,STAND OR PARK IN ALLEY,,,
19018671,2020/06/02 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P055,  2100 BLOCK 15TH ST NW WEST SIDE, ,,Other,,30,0,,,,,,397001.1,138972.99,38.919,-77.035,810132,2020/07/10 17:37:23+00,NO PARKING ANYTIME,,,
19018672,2020/06/09 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P001,   900 BLOCK 2ND ST NE WEST SIDE, ,,Other,,50,0,,,,,,399692.79,136918.38,38.9,-77.004,802259,2020/07/10 17:37:23+00,PARK ABREAST OF ANOTHER VEHICLE,,10629000,
19018673,2020/06/15 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P055,  1500 BLOCK V ST NW SOUTH SIDE, ,,Other,,30,0,,,,,,397117.25,138916.67,38.918,-77.033,811679,2020/07/10 17:37:23+00,NO PARKING ANYTIME,,,
19018674,2020/06/16 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P055,  2100 BLOCK 15TH ST NW WEST SIDE, ,,Other,,30,30,,,,,,397001.1,138972.99,38.919,-77.035,810132,2020/07/10 17:37:23+00,NO PARKING ANYTIME,,,
19018675,2020/06/16 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P055,  2100 BLOCK 15TH ST NW WEST SIDE, ,,Other,,30,0,,,,,,397001.1,138972.99,38.919,-77.035,810132,2020/07/10 17:37:23+00,NO PARKING ANYTIME,,,
19018676,2020/06/17 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P002,REAR OF   1400 BLOCK W ST NW SOUTH*, ,,Other,,30,0,,,,,,397330.26,139035.17,38.919,-77.031,814126,2020/07/10 17:37:23+00,STAND OR PARK IN ALLEY,,,
19018677,2020/06/23 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P055,  2100 BLOCK 15TH ST NW WEST SIDE, ,,Other,,30,0,,,,,,397001.1,138972.99,38.919,-77.035,810132,2020/07/10 17:37:23+00,NO PARKING ANYTIME,,,
19018678,2020/06/24 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P055,  2100 BLOCK 15TH ST NW WEST SIDE, ,,Other,,30,0,,,,,,397001.1,138972.99,38.919,-77.035,810132,2020/07/10 17:37:23+00,NO PARKING ANYTIME,,,
19018679,2020/06/19 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P014,   100 BLOCK I ST NE SOUTH SIDE, ,,Other,,50,0,,,,,,,,,,,2020/07/10 17:37:23+00,EMERGENCY NO PARKING,,,
19018680,2020/06/19 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P014,   100 BLOCK I ST NE SOUTH SIDE, ,,Other,,50,0,,,,,,,,,,,2020/07/10 17:37:23+00,EMERGENCY NO PARKING,,,
19018681,2020/06/19 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P014,   100 BLOCK I ST NE SOUTH SIDE, ,,Other,,50,0,,,,,,,,,,,2020/07/10 17:37:23+00,EMERGENCY NO PARKING,,,
19018682,2020/06/19 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P014,   100 BLOCK I ST NE SOUTH SIDE, ,,Other,,50,50,,,,,,,,,,,2020/07/10 17:37:23+00,EMERGENCY NO PARKING,,,
19018683,2020/06/24 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P014,   100 BLOCK I ST NE SOUTH SIDE, ,,Other,,50,0,,,,,,,,,,,2020/07/10 17:37:23+00,EMERGENCY NO PARKING,,,
19018684,2020/06/24 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P014,   100 BLOCK I ST NE SOUTH SIDE, ,,Other,,50,0,,,,,,,,,,,2020/07/10 17:37:23+00,EMERGENCY NO PARKING,,,
19018685,2020/06/24 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P014,   100 BLOCK I ST NE SOUTH SIDE, ,,Other,,50,0,,,,,,,,,,,2020/07/10 17:37:23+00,EMERGENCY NO PARKING,,,
19018686,2020/06/24 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P269,  1100 BLOCK 5TH ST NW SOUTH SIDE, ,,Other,,50,0,,,,,,398357.99,137354.49,38.904,-77.019,812336,2020/07/10 17:37:23+00,NO STANDING ANYTIME,,,
19018687,2020/06/24 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P007,  1300 BLOCK 7TH ST NW EAST SIDE, ,,Other,,100,0,,,,,,398099.1,137620.6,38.906,-77.022,811554,2020/07/10 17:37:23+00,PARK IN A BUS ZONE,,,
19018688,2020/06/24 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P055,  1300 BLOCK 7TH ST NW WEST SIDE, ,,Other,,30,0,,,,,,398099.1,137620.6,38.906,-77.022,811554,2020/07/10 17:37:23+00,NO PARKING ANYTIME,,,
19018689,2020/06/24 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P055,  1200 BLOCK 11TH ST NW WEST SIDE, ,,Other,,30,30,,,,,,397653.95,137332.61,38.904,-77.027,803957,2020/07/10 17:37:23+00,NO PARKING ANYTIME,,,
19018690,2020/06/24 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P055,  1200 BLOCK 11TH ST NW SOUTH SIDE, ,,Other,,30,0,,,,,,397653.95,137332.61,38.904,-77.027,803957,2020/07/10 17:37:23+00,NO PARKING ANYTIME,,,
19018691,2020/06/24 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P055,  1200 BLOCK M ST SOUTH SIDE, ,,Other,,30,0,,,,,,,,,,,2020/07/10 17:37:23+00,NO PARKING ANYTIME,,,
19018692,2020/06/25 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P014,   100 BLOCK I ST NW NORTH SIDE, ,,Other,,50,0,,,,,,398977.5,137051.61,38.901,-77.012,811730,2020/07/10 17:37:23+00,EMERGENCY NO PARKING,,,
19018693,2020/06/25 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P014,   100 BLOCK I ST NW NORTH SIDE, ,,Other,,50,0,,,,,,398977.5,137051.61,38.901,-77.012,811730,2020/07/10 17:37:23+00,EMERGENCY NO PARKING,,,
19018694,2020/06/25 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P014,   800 BLOCK O ST NW NORTH SIDE, ,,Other,,50,0,,,,,,398054.71,137856.77,38.909,-77.022,814562,2020/07/10 17:37:23+00,EMERGENCY NO PARKING,,,
19018695,2020/06/25 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P014,   800 BLOCK O ST NW NORTH SIDE, ,,Other,,50,0,,,,,,398054.71,137856.77,38.909,-77.022,814562,2020/07/10 17:37:23+00,EMERGENCY NO PARKING,,950428264,
19018696,2020/06/25 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P055,   900 BLOCK O ST NW EAST SIDE, ,,Other,,30,0,,,,,,397789.73,137857.26,38.909,-77.025,810292,2020/07/10 17:37:23+00,NO PARKING ANYTIME,,,
19018697,2020/06/26 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P435,   400 BLOCK K ST NW SOUTH SIDE, ,,Other,,75,0,,,,,,398532.62,137185.18,38.903,-77.017,816529,2020/07/10 17:37:23+00,PASSENGER LOADING ZONE,,,
19018698,2020/06/26 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P020,   400 BLOCK K ST NW EAST SIDE, ,,Other,,50,0,,,,,,398532.62,137185.18,38.903,-77.017,816529,2020/07/10 17:37:23+00,PARK WITHIN 10 FEET OF A FIRE HYDRANT,,,
19018699,2020/06/26 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P269,  1000 BLOCK 5TH ST NW WEST SIDE, ,,Other,,50,0,,,,,,398357.99,137354.49,38.904,-77.019,812336,2020/07/10 17:37:23+00,NO STANDING ANYTIME,,,
19018700,2020/06/26 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P269,  1000 BLOCK 5TH ST NW WEST SIDE, ,,Other,,50,0,,,,,,398357.99,137354.49,38.904,-77.019,812336,2020/07/10 17:37:23+00,NO STANDING ANYTIME,,,
19018701,2020/06/26 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P269,  1100 BLOCK 6TH ST NW EAST SIDE, ,,Other,,50,0,,,,,,398273.71,137335.07,38.904,-77.02,813205,2020/07/10 17:37:23+00,NO STANDING ANYTIME,,,
19018702,2020/06/26 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P014,   800 BLOCK O ST NW NORTH SIDE, ,,Other,,50,0,,,,,,398054.71,137856.77,38.909,-77.022,814562,2020/07/10 17:37:23+00,EMERGENCY NO PARKING,,,
19018703,2020/06/26 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P014,   800 BLOCK O ST NW NORTH SIDE, ,,Other,,50,0,,,,,,398054.71,137856.77,38.909,-77.022,814562,2020/07/10 17:37:23+00,EMERGENCY NO PARKING,,,
19018704,2020/06/26 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P014,   800 BLOCK O ST NW NORTH SIDE, ,,Other,,50,50,,,,,,398054.71,137856.77,38.909,-77.022,814562,2020/07/10 17:37:23+00,EMERGENCY NO PARKING,,,
19018705,2020/06/26 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P012,  1200 BLOCK N ST NW EAST SIDE, ,,Other,,30,0,,,,,,397609.39,137709.56,38.907,-77.028,813569,2020/07/10 17:37:23+00,DISOBEYING OFFICIAL SIGN,,,
19018706,2020/06/26 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P002,  1300 BLOCK M ST NW SOUTH SIDE, ,,Other,,30,0,,,,,,397349.6,137532.66,38.906,-77.031,804481,2020/07/10 17:37:23+00,STAND OR PARK IN ALLEY,,,
19018707,2020/06/03 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P007,  3400 BLOCK 7TH ST NE WEST SIDE, ,,Other,,100,0,,,,,,400331.57,140443.44,38.932,-76.996,808993,2020/07/10 17:37:23+00,PARK IN A BUS ZONE,,,
19018708,2020/06/03 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P007,  3500 BLOCK 12TH ST NE WEST SIDE, ,,Other,,100,0,,,,,,400777.1,140572.14,38.933,-76.991,802028,2020/07/10 17:37:23+00,PARK IN A BUS ZONE,,,
19018709,2020/06/03 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P303,FRONT OF   1808 BLOCK 2ND ST NW WE*, ,,Other,,250,250,,,,,,398766.87,138519.03,38.915,-77.014,812300,2020/07/10 17:37:23+00,RESERVED RESIDENTIAL SPACE PERSONS W/ DISABILTIES,,,
19018710,2020/06/08 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P023,  3200 BLOCK WARDER ST NW WEST SIDE, ,,Other,,50,0,,,,,,398291.29,140217.53,38.93,-77.02,805667,2020/07/10 17:37:23+00,OBSTRUCT AN INTERSECTION,,,
19018711,2020/06/08 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P012,   500 BLOCK LAMONT ST NW NORTH SI*, ,,Other,,30,30,,,,,,398327.26,140388.17,38.931,-77.019,813264,2020/07/10 17:37:23+00,DISOBEYING OFFICIAL SIGN,,,
19018712,2020/06/08 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P012,   500 BLOCK LAMONT ST NW NORTH SI*, ,,Other,,30,0,,,,,,398327.26,140388.17,38.931,-77.019,813264,2020/07/10 17:37:23+00,DISOBEYING OFFICIAL SIGN,,,
19018713,2020/06/09 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P012,   600 BLOCK KEEFER PL NW NORTH SI*, ,,Other,,30,0,,,,,,398057.41,140312.52,38.931,-77.022,802977,2020/07/10 17:37:23+00,DISOBEYING OFFICIAL SIGN,,,
19018714,2020/06/09 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P012,   600 BLOCK LAMONT ST NW NORTH SI*, ,,Other,,30,30,,,,,,398049.03,140379.27,38.931,-77.023,814668,2020/07/10 17:37:23+00,DISOBEYING OFFICIAL SIGN,,,
19018715,2020/06/09 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P055,  2900 BLOCK GEORGIA AVE NW WEST S*, ,,Other,,30,0,,,,,,398002.05,139987.09,38.928,-77.023,802204,2020/07/10 17:37:23+00,NO PARKING ANYTIME,,,
19018716,2020/06/09 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P020,FRONT OF     59 BLOCK P ST NW NORT*, ,,Other,,50,50,,,,,,399080.01,137975.31,38.91,-77.011,809577,2020/07/10 17:37:23+00,PARK WITHIN 10 FEET OF A FIRE HYDRANT,,,
19018717,2020/06/10 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P007,   600 BLOCK MONROE ST NE NORTH SI*, ,,Other,,100,0,,,,,,400260.91,140497.99,38.932,-76.997,808876,2020/07/10 17:37:23+00,PARK IN A BUS ZONE,,,
19018718,2020/06/22 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P002,REAR OF    200 BLOCK R ST NE SOUTH*, ,,Other,,30,0,,,,,,399526.47,138303.73,38.913,-77.005,801566,2020/07/10 17:37:23+00,STAND OR PARK IN ALLEY,,,
19018719,2020/06/23 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P269,  1900 BLOCK WEST VIRGINIA AVE NE *, ,,Other,,50,50,,,,,,401276.05,138113.89,38.911,-76.985,809754,2020/07/10 17:37:23+00,NO STANDING ANYTIME,,,
19018720,2020/06/23 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P050,  1300 BLOCK ORREN ST NE EAST SIDE, ,,Other,,50,0,,,,,,401238.27,137193.76,38.903,-76.986,808858,2020/07/10 17:37:23+00,PARKED WITHIN 25 FEET OF A STOP SIGN,,,
19018721,2020/06/23 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P020,  1200 BLOCK HOLBROOK TER NE SOUTH*, ,,Other,,50,0,,,,,,401115.54,137767.96,38.908,-76.987,800020,2020/07/10 17:37:23+00,PARK WITHIN 10 FEET OF A FIRE HYDRANT,,,
19018722,2020/06/23 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P050,  1100 BLOCK HOLBROOK TER NE SOUTH*, ,,Other,,50,50,,,,,,401050.21,137803.53,38.908,-76.988,813597,2020/07/10 17:37:23+00,PARKED WITHIN 25 FEET OF A STOP SIGN,,,
19018723,2020/06/29 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P055,  2700 BLOCK 12TH ST NE EAST SIDE, ,,Other,,30,30,,,,,,400839.97,139564.79,38.924,-76.99,814442,2020/07/10 17:37:23+00,NO PARKING ANYTIME,,,
19018724,2020/06/29 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P055,   600 BLOCK MONROE ST NE SOUTH SI*, ,,Other,,30,0,,,,,,400260.91,140497.99,38.932,-76.997,808876,2020/07/10 17:37:23+00,NO PARKING ANYTIME,,950038995,
19018725,2020/06/29 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P055,   600 BLOCK MONROE ST NE SOUTH SI*, ,,Other,,30,0,,,,,,400260.91,140497.99,38.932,-76.997,808876,2020/07/10 17:37:23+00,NO PARKING ANYTIME,,,
19018726,2020/06/29 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P055,   600 BLOCK MONROE ST NE SOUTH SI*, ,,Other,,30,0,,,,,,400260.91,140497.99,38.932,-76.997,808876,2020/07/10 17:37:23+00,NO PARKING ANYTIME,,,
19018727,2020/06/29 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P055,   600 BLOCK MONROE ST NE SOUTH SI*, ,,Other,,30,0,,,,,,400260.91,140497.99,38.932,-76.997,808876,2020/07/10 17:37:23+00,NO PARKING ANYTIME,,20714000,
19018728,2020/06/29 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P055,   600 BLOCK MONROE ST NE SOUTH SI*, ,,Other,,30,0,,,,,,400260.91,140497.99,38.932,-76.997,808876,2020/07/10 17:37:23+00,NO PARKING ANYTIME,,,
19018729,2020/06/29 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P055,   600 BLOCK MONROE ST NE SOUTH SI*, ,,Other,,30,0,,,,,,400260.91,140497.99,38.932,-76.997,808876,2020/07/10 17:37:23+00,NO PARKING ANYTIME,,,
19018730,2020/06/15 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P344,SIDE OF   3750 JAMISON ST NE SOUTH*, ,,Other,,250,0,,,,,,404205.28,139668.95,38.925,-76.952,314268,2020/07/10 17:37:23+00,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,,,
19018731,2020/06/16 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P013,  2800 BLOCK BLADENSBURG RD NE WES*, ,,Other,,20,0,,,,,,403069.36,139751.39,38.926,-76.965,810962,2020/07/10 17:37:23+00,PARK WITHIN 5 FEET OF DRIVEWAY OR ALLEY,,,
19018732,2020/06/17 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P055,  3200 BLOCK FORT LINCOLN DR NE SO*, ,,Other,,30,0,,,,,,403528.35,139584.91,38.924,-76.959,815965,2020/07/10 17:37:23+00,NO PARKING ANYTIME,,,
19018733,2020/06/22 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P023,  2200 BLOCK 33RD ST NE EAST SIDE, ,,Other,,50,0,,,,,,403349.5,139222.07,38.921,-76.961,814744,2020/07/10 17:37:23+00,OBSTRUCT AN INTERSECTION,,,
19018734,2020/06/22 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P050,  2600 BLOCK 28TH ST NE WEST SIDE, ,,Other,,50,50,,,,,,402769.45,139567.05,38.924,-76.968,809459,2020/07/10 17:37:23+00,PARKED WITHIN 25 FEET OF A STOP SIGN,,,
19018735,2020/06/22 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P304,  3750 BLOCK JAMISON ST NE SOUTH S*, ,,Other,,250,0,,,,,,404064.01,139635.98,38.925,-76.953,816796,2020/07/10 17:37:23+00,INDIVID W/ DISABILITIES ONLY UNAUTH. USE RSRVD SP,,,
19018736,2020/06/22 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P344,  3750 BLOCK JAMISON ST NE SOUTH S*, ,21,Dismissed,2020/06/25 04:00:00+00,250,0,,,,,,404064.01,139635.98,38.925,-76.953,816796,2020/07/10 17:37:23+00,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,,,DISMISSED NO CASE
19018737,2020/06/22 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P344,  3750 BLOCK JAMISON ST NE SOUTH S*, ,,Other,,250,0,,,,,,404064.01,139635.98,38.925,-76.953,816796,2020/07/10 17:37:23+00,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,,,
19018738,2020/06/22 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P344,  3750 BLOCK JAMISON ST NE SOUTH S*, ,,Other,,250,0,,,,,,404064.01,139635.98,38.925,-76.953,816796,2020/07/10 17:37:23+00,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,,,
19018739,2020/06/23 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P007,  2400 BLOCK BLADENSBURG RD NE EAS*, ,,Other,,100,0,,,,,,402634.49,139215.25,38.921,-76.97,814905,2020/07/10 17:37:23+00,PARK IN A BUS ZONE,,,
19018740,2020/06/23 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P055,  3200 BLOCK FORT LINCOLN DR NE SO*, ,,Other,,30,0,,,,,,403528.35,139584.91,38.924,-76.959,815965,2020/07/10 17:37:23+00,NO PARKING ANYTIME,,,
19018741,2020/06/23 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P055,  3200 BLOCK FORT LINCOLN DR NE SO*, ,,Other,,30,0,,,,,,403528.35,139584.91,38.924,-76.959,815965,2020/07/10 17:37:23+00,NO PARKING ANYTIME,,,
19018742,2020/06/23 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P055,  3200 BLOCK FORT LINCOLN DR NE SO*, ,,Other,,30,0,,,,,,403528.35,139584.91,38.924,-76.959,815965,2020/07/10 17:37:23+00,NO PARKING ANYTIME,,,
19018743,2020/06/23 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P055,   800 BLOCK 3RD ST NE EAST SIDE, ,,Other,,30,0,,,,,,399823.12,136856.25,38.9,-77.002,810721,2020/07/10 17:37:23+00,NO PARKING ANYTIME,,,
19018744,2020/06/23 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P055,   800 BLOCK 3RD ST NE EAST SIDE, ,,Other,,30,0,,,,,,399823.12,136856.25,38.9,-77.002,810721,2020/07/10 17:37:23+00,NO PARKING ANYTIME,,,
19018745,2020/06/23 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P055,   800 BLOCK 3RD ST NE EAST SIDE, ,,Other,,30,0,,,,,,399823.12,136856.25,38.9,-77.002,810721,2020/07/10 17:37:23+00,NO PARKING ANYTIME,,,
19018746,2020/06/23 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P269,   800 BLOCK 3RD ST NE WEST SIDE, ,,Other,,50,50,,,,,,399823.12,136856.25,38.9,-77.002,810721,2020/07/10 17:37:23+00,NO STANDING ANYTIME,,,
19018747,2020/06/29 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P013,  2300 BLOCK 33RD ST NE EAST SIDE, ,,Other,,20,0,,,,,,403384.04,139312.97,38.922,-76.961,810258,2020/07/10 17:37:23+00,PARK WITHIN 5 FEET OF DRIVEWAY OR ALLEY,,,
19018748,2020/06/29 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P007,  2400 BLOCK BLADENSBURG RD NE EAS*, ,,Other,,100,0,,,,,,402634.49,139215.25,38.921,-76.97,814905,2020/07/10 17:37:23+00,PARK IN A BUS ZONE,,,
19018749,2020/06/30 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P023,  2200 BLOCK 33RD ST NE WEST SIDE, ,,Other,,50,0,,,,,,403349.5,139222.07,38.921,-76.961,814744,2020/07/10 17:37:23+00,OBSTRUCT AN INTERSECTION,,,
19018750,2020/06/30 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P020,   700 BLOCK 7TH ST NE EAST SIDE, ,,Other,,50,50,,,,,,400332.38,136856.05,38.9,-76.996,800861,2020/07/10 17:37:23+00,PARK WITHIN 10 FEET OF A FIRE HYDRANT,,,
19018751,2020/06/04 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P013,   100 BLOCK Q ST NE SOUTH SIDE, ,,Other,,20,0,,,,,,399508.4,138139.1,38.911,-77.006,806986,2020/07/10 17:37:23+00,PARK WITHIN 5 FEET OF DRIVEWAY OR ALLEY,,,
19018752,2020/06/04 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P269,  1700 BLOCK 31ST ST SE WEST SIDE, ,,Other,,50,0,,,,,,403224.809,133661.634,38.871,-76.963,811331,2020/07/10 17:37:23+00,NO STANDING ANYTIME,,,
19018753,2020/06/04 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P012,  2400 BLOCK SHANNON PL SE WEST SI*, ,,Other,,30,0,,,,,,400664.769,132892.07,38.864,-76.992,809735,2020/07/10 17:37:23+00,DISOBEYING OFFICIAL SIGN,,,
19018754,2020/06/04 04:00:00+00,,15,DEPARTMENT OF PUBLIC WORKS,DPW,P012,  2400 BLOCK SHANNON PL SE WEST SI*, ,,Other,,30,0,,,,,,400664.769,132892.07,38.864,-76.992,809735,2020/07/10 17:37:23+00,DISOBEYING OFFICIAL SIGN,,,
